smiles,HOMO,LUMO,gap
CC(S1)=CC=C1C2=C(F)C(F)=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC=C(OC[C@H](CCCC)CC)C=C6)=C(C7=CC=C(OCC(CC)CCCC)C=C7)C8=C5C=C(C)S8)C9=C2N=C(C(S%10)=CC=C%10C[C@@H](CC)CCCC)C(C%11=CC=C(S%11)CC(CC)CCCC)=N9,5.29,3.58,1.75
CC(S1)=CC=C1C2=C(F)C(F)=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC=C(C[C@H](CCCC)CC)S6)=C(C7=CC=C(CC(CC)CCCC)S7)C8=C5C=C(C)S8)C9=C2N=C(C(S%10)=CC=C%10C[C@@H](CC)CCCC)C(C%11=CC=C(S%11)CC(CC)CCCC)=N9,5.2,3.5,1.72
CC(S1)=CC=C1C2=C(F)C(F)=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC=C(CCCCCCCC)S6)=C(C7=CC=C(CCCCCCCC)S7)C8=C5C=C(C)S8)C9=C2N=C(C%10=CC(OCCCCCCCC)=CC=C%10)C(C%11=CC=CC(OCCCCCCCC)=C%11)=N9,5.89,3.61,1.7
CC(S1)=CC=C1C2=C(F)C(F)=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC(CCCCCC)=C(CCCCCC)S6)=C(C7=CC(CCCCCC)=C(CCCCCC)S7)C8=C5C=C(C)S8)C9=C2N=C(C%10=CC(OCCCCCCCC)=CC=C%10)C(C%11=CC=CC(OCCCCCCCC)=C%11)=N9,5.87,3.63,1.77
CC(S1)=CC=C1C2=CC(F)=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC=C(CC(CCCC)CC)S6)=C(C7=CC=C(CC(CC)CCCC)S7)C8=C5C=C(C)S8)C9=C2N=C(C%10=CC(OCCCCCCCC)=CC=C%10)C(C%11=CC=CC(OCCCCCCCC)=C%11)=N9,5.29,3.05,1.68
CC(S1)=CC=C1C2=CC(F)=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC=C(CC(CCCC)CC)S6)=C(C7=CC=C(CC(CC)CCCC)S7)C8=C5C=C(C)S8)C9=C2N=C(C%10=CC=C(CCCCCCCC)S%10)C(C%11=CC=C(CCCCCCCC)S%11)=N9,5.37,3.03,1.72
CC(S1)=CC=C1C2=CC(F)=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC(CCCCCCCC)=C(CCCCCCCC)S6)=C(C7=CC(CCCCCCCC)=C(CCCCCCCC)S7)C8=C5C=C(C)S8)C9=C2N=C(C%10=CC(OCCCCCCCC)=CC=C%10)C(C%11=CC=CC(OCCCCCCCC)=C%11)=N9,5.12,3.03,1.66
CC(S1)=CC=C1C2=CC(F)=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC(CCCCCCCC)=C(CCCCCCCC)S6)=C(C7=CC(CCCCCCCC)=C(CCCCCCCC)S7)C8=C5C=C(C)S8)C9=C2N=C(C%10=CC=C(CCCCCCCC)S%10)C(C%11=CC=C(CCCCCCCC)S%11)=N9,5.31,2.99,1.72
CC(S1)=CC=C1C2=C(OCCCCCCCC)C(OCCCCCCCC)=C(C(S3)=CC=C3C(S4)=CC(C4=C5OCC(CC)CCCCCC)=C(OC[C@@H](CCCCCC)CC)C6=C5C=C(C)S6)C7=C2N=C(C8=CC=CC(C=C9)=C8C%10=C9C=CC=C%10%11)C%11=N7,5.29,3.08,1.7
CC(S1)=CC=C1C2=C(OCCCCCCCC)C(OCCCCCCCC)=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC=C(CC(CC)CCCCCC)S6)=C(C7=CC=C(C[C@@H](CCCCCC)CC)S7)C8=C5C=C(C)S8)C9=C2N=C(C%10=CC=CC(C=C%11)=C%10C%12=C%11C=CC=C%12%13)C%13=N9,5.34,3.15,1.59
CC(S1)=CC=C1C2=C3C(C(N(CC(CC)CCCC)C3=O)=O)=C(C(S4)=CC=C4C(S5)=CC(C5=C6C7=CC(CCCCCCCC)=C(CCCCCCCC)S7)=C(C8=CC(CCCCCCCC)=C(CCCCCCCC)S8)C9=C6C=C(C)S9)C%10=C2N=C(C%11=CC(OCCCCCCCC)=CC=C%11)C(C%12=CC=CC(OCCCCCCCC)=C%12)=N%10,5.97,3.79,1.64
CC(S1)=CC=C1C2=C3C(C(N(CC(CC)CCCC)C3=O)=O)=C(C(S4)=CC=C4C(S5)=CC(C5=C6C7=CC=C(CC(CCCC)CC)S7)=C(C8=CC=C(CC(CC)CCCC)S8)C9=C6C=C(C)S9)C%10=C2N=C(C%11=CC(OCCCCCCCC)=CC=C%11)C(C%12=CC=CC(OCCCCCCCC)=C%12)=N%10,5.96,3.74,1.62
CC(S1)=CC=C1C2=C3C(C(N(CC(CC)CCCC)C3=O)=O)=C(C(S4)=CC=C4C(S5)=CC(C5=C6OCC(CCCC)CC)=C(OCC(CC)CCCC)C7=C6C=C(C)S7)C8=C2N=C(C9=CC(OCCCCCCCC)=CC=C9)C(C%10=CC=CC(OCCCCCCCC)=C%10)=N8,5.82,3.72,1.64
CC(S1)=CC=C1C2=C3C(C(N(CC(CC)CCCC)C3=O)=O)=C(C(S4)=CC=C4C5=CC=C(C)S5)C6=C2N=C(C7=CC(OCCCCCCCC)=CC=C7)C(C8=CC=CC(OCCCCCCCC)=C8)=N6,5.83,3.83,1.52
CC1=CC=C(C(N(CC(CCCCCCCC)CCCCCC)C2=O)=C(C2=C(C(S3)=CC=C3C(S4)=CC(C4=C5CCCCCCCC)=C(CCCCCCCC)C6=C5C=C(C)S6)N7CC(CCCCCC)CCCCCCCC)C7=O)S1,5.15,3.28,1.45
CC1=CC=C(C(N(CC(CCCC)CCCCCC)C2=O)=C(C2=C(C(S3)=CC=C3C(S4)=CC(C4=C5CCC(CCCC)CCCCC)=C(CCC(CCCCC)CCCC)C6=C5C=C(C)S6)N7CC(CCCCCC)CCCC)C7=O)S1,5.14,3.34,1.51
CC1=CC=C(C(N(CCCCCCCC)C2=O)=C(C2=C(C(S3)=CC=C3C(S4)=CC(C4=C5CCC(CCCCCCCC)CCCCC)=C(CCC(CCCCC)CCCCCCCC)C6=C5C=C(C)S6)N7CCCCCCCC)C7=O)S1,5.1,3.31,1.36
CC1=CC=C(C(N(CC(CCCCCC)CCCC)C2=O)=C(C2=C(C(S3)=CC=C3C(S4)=CC(C4=C5OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C6=C5C=C(C)S6)N7CC(CCCC)CCCCCC)C7=O)S1,5.3,3.8,1.5
CC1=CC=C(C(N(CC(CCCCCC)CCCC)C2=O)=C(C2=C(C(S3)=CC=C3C(S4)=CC(C4=C5CCCCCCCCCCCC)=C(CCCCCCCCCCCC)C6=C5C=C(C)S6)N7CC(CCCC)CCCCCC)C7=O)S1,5.3,3.8,1.5
CC1=CC=C(C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O)=C(C2=C(C(S3)=CC=C3C(S4)=CC(C4=C5)=CC6=C5C=C(C)S6)N7CC(CCCCCCCCCCCC)CCCCCCCCCC)C7=O)S1,5.4,3.9,1.5
CC1=CC=C(C(N(CC(CCCCCC)CCCC)C2=O)=C(C2=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC=C(CC(CC)CCCC)S6)=C(C7=CC=C(CC(CC)CCCC)S7)C8=C5C=C(C)S8)N9CC(CCCC)CCCCCC)C9=O)S1,5.4,3.9,1.5
CC1=CC=C(C(N(CC(CCCCCCCCCC)CCCCCCCC)C2=O)=C(C2=C(C(S3)=CC=C3C(S4)=CC(C4=C5C#C[Si](C(C)C)(C(C)C)C(C)C)=C(C#C[Si](C(C)C)(C(C)C)C(C)C)C6=C5C=C(C)S6)N7CC(CCCCCCCC)CCCCCCCCCC)C7=O)S1,5.44,4.0,1.44
CC1=CC=C(C(N(CC(CCCC)CC)C2=O)=C(C2=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC=C(CC(CC)CCCC)O6)=C(C7=CC=C(CC(CC)CCCC)O7)C8=C5C=C(C)S8)N9CC(CC)CCCC)C9=O)S1,5.16,3.64,1.44
CC1=CC=C(C(N(CC(CCCC)CC)C2=O)=C(C2=C(C(O3)=CC=C3C(S4)=CC(C4=C5C6=CC=C(CC(CC)CCCC)O6)=C(C7=CC=C(CC(CC)CCCC)O7)C8=C5C=C(C)S8)N9CC(CC)CCCC)C9=O)O1,5.24,3.74,1.47
CC1=CC=C(C(N(CC(CCCC)CC)C2=O)=C(C2=C(C(S3)=CC=C3C(S4)=CC(C4=C5OCC(CC)CCCC)=C(OCC(CC)CCCC)C6=C5C=C(C)S6)N7CC(CC)CCCC)C7=O)S1,5.05,3.4,1.56
CC1=CC=C(C(N(CC(CCCC)CC)C2=O)=C(C2=C(C(O3)=CC=C3C(S4)=CC(C4=C5OCC(CC)CCCC)=C(OCC(CC)CCCC)C6=C5C=C(C)S6)N7CC(CC)CCCC)C7=O)O1,5.15,3.44,1.59
CC1=CC2=C(C(C3=CC(C=C(CC(CC)CCCC)C=C4)=C4S3)=C(C=C(C5=CC=C(C6=C(OCC(CC(CC)CCCC)(CC(CCCC)CC)CO7)C7=C(C8=CC=C(C)C9=NSN=C89)S6)C%10=NSN=C5%10)S%11)C%11=C2C%12=CC(C=C(CC(CCCC)CC)C=C%13)=C%13S%12)S1,5.2,3.56,1.64
CC1=CC=C(C(N(CC(CCCCCC)CCCCCCCC)C2=O)=C(C2=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC(C=C(CC(CCCC)CC)C=C7)=C7S6)=C(C8=CC(C=C(CC(CC)CCCC)C=C9)=C9S8)C%10=C5C=C(C)S%10)N%11CC(CCCCCCCC)CCCCCC)C%11=O)S1,5.26,3.89,1.37
CC1=CC=C(C(N(CC(CCCC)CC)C2=O)=C(C2=C(C(S3)=CC=C3C(S4)=CC(C4=C5C#CC6=CC(C7=CC=C(OCC(CCCC)CC)C=C7)=CC=C6)=C(C#CC8=C([H])C(C9=CC=C(OCC(CCCC)CC)C=C9)=CC=C8[H])C%10=C5C=C(C)S%10)N%11CC(CC)CCCC)C%11=O)S1,5.25,3.86,1.39
CC1=CC=C(C(N(CC(CCCC)CC)C2=O)=C(C2=C(C(S3)=CC=C3C(S4)=CC(C4=C5C#CC6=C(F)C(C7=CC=C(OCC(CCCC)CC)C=C7)=CC=C6F)=C(C#CC8=C(F)C(C9=CC=C(OCC(CCCC)CC)C=C9)=CC=C8F)C%10=C5C=C(C)S%10)N%11CC(CC)CCCC)C%11=O)S1,5.2,3.91,1.29
CC1=CC=C(C(N(CCCCCCCCCCCCC2=CC=C(C3=CC=C(C#N)C=C3)C=C2)C4=O)=C(C4=C(C(S5)=CC=C5C6=CC(C(OCC(CC)CCCC)=C(SC(C)=C7)C7=C8OCC(CC)CCCC)=C8S6)N9CCCCCCCCCCCCC%10=CC=C(C%11=CC=C(C#N)C=C%11)C=C%10)C9=O)S1,5.39,3.57,1.82
CC1=CC=C(C(N(CCCCCCCCCCCCC2=CC=C(C3=CC=C(C#N)C=C3)C=C2)C4=O)=C(C4=C(C(S5)=CC=C5C6=CC7=C(C8=CC=C(C)C=C8N7C(CCCCCCCC)CCCCCCCC)C=C6)N9CCCCCCCCCCCCC%10=CC=C(C%11=CC=C(C#N)C=C%11)C=C%10)C9=O)S1,5.43,3.38,2.05
CC1=CN=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O)=C3C2=C(C4=NC=C(C5=CC(C=C(SC(C)=C6)C6=C7)=C7S5)S4)N(C[C@H](CCCCCCCCCCCC)CCCCCCCCCC)C3=O)S1,5.51,3.98,1.53
CC1=CN=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O)=C3C2=C(C4=NC=C(C5=CC=C(C6=CC=C(C)S6)S5)S4)N(C[C@H](CCCCCCCCCCCC)CCCCCCCCCC)C3=O)S1,5.46,3.99,1.47
CC1=CN=C(C(N(CC(CCCCCC)CCCC)C2=O)=C3C2=C(C4=NC=C(C5=CC(N(CC(CC)CCCC)C6=C7SC(C)=C6)=C7S5)S4)N(C[C@H](CCCCCC)CCCC)C3=O)S1,5.18,3.9,1.28
CC1=C(CC(CCCCCC)CCCCCCCC)C=C(C2=C(F)C(F)=C(C3=CC(CC(CCCCCC)CCCCCCCC)=C(C4=CC=C(C5=CC=C(C)S5)S4)S3)C6=NSN=C62)S1,5.21,3.56,1.65
CC1=C(CC(CCCCCC)CCCCCCCC)C=C(C2=C(F)C(F)=C(C3=CC(CC(CCCCCC)CCCCCCCC)=C(C4=CC=C(C)S4)S3)C5=NSN=C52)S1,5.35,3.75,1.6
FC(C(F)=C(C1=CC(CC(CCCCCC)CCCCCCCC)=C(C2=CC(CC(CCCCCCCC)CCCCCC)=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C6=NSN=C64)S3)S2)S1)C7=NSN=C78)=C8C9=CC(CC(CCCCCC)CCCCCCCC)=C(C%10=CC(CC(CCCCCC)CCCCCCCC)=C(C)S%10)S9,5.31,3.68,1.63
FC(C(F)=C(C1=CC(CC(CCCCCC)CCCCCCCC)=C(C2=CC(CC(CCCCCCC)CCCCCC)=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C6=NSN=C64)S3)S2)S1)C7=NSN=C78)=C8C9=CC(CC(CCCCCC)CCCCCCCC)=C(C%10=CC(CC(CCCCCC)CCCCCCC)=C(C)S%10)S9,5.31,3.68,1.63
CC1=C(CC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C=C(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S3)C8=NSN=C82)S1,5.38,3.77,1.61
CC(S1)=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)C=C1C2=CC3=C(C4=NSN=C42)C=C(C5=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C6=CC(CCCCCCCCCCCC)=C(C7=NC8=CC9=C(N=C(C%10=C(CCCCCCCCCCCC)C=C(C)S%10)S9)C=C8S7)S6)S5)C%11=NSN=C3%11,5.51,3.8,1.71
CC(S1)=C(CC(CCCCCCCC)CCCCCCCCCC)C=C1C2=CC3=C(C4=NSN=C42)C=C(C5=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C6=CC(CCCCCCCCCCCC)=C(C7=NC8=CC9=C(N=C(C%10=C(CCCCCCCCCCCC)C=C(C)S%10)S9)C=C8S7)S6)S5)C%11=NSN=C3%11,5.5,3.77,1.73
CC(S1)=C(CC(CCCCCCCC)CCCCCC)C=C1C2=CC3=C(C4=NSN=C42)C=C(C5=CC(CC(CCCCCC)CCCCCCCC)=C(C6=CC(CC(CCCCCC)CCCCCCCC)=C(C7=NC8=CC9=C(N=C(C%10=C(CC(CCCCCCCC)CCCCCC)C=C(C)S%10)S9)C=C8S7)S6)S5)C%11=NSN=C3%11,5.57,3.85,1.72
CC(S1)=C(CC(CCCC)CCCCCC)C=C1C2=CC3=C(C4=NSN=C42)C=C(C5=CC(CC(CCCCCC)CCCC)=C(C6=CC(CC(CCCCCC)CCCCCCCC)=C(C7=NC8=CC9=C(N=C(C%10=C(CC(CCCCCCCC)CCCCCC)C=C(C)S%10)S9)C=C8S7)S6)S5)C%11=NSN=C3%11,5.45,3.76,1.69
CC(S1)=C(CC(CCCC)CCCCCC)C=C1C2=CC3=C(C4=NSN=C42)C=C(C5=CC(CC(CCCCCC)CCCC)=C(C6=CC(CC(CCCCCC)CCCC)=C(C7=NC8=CC9=C(N=C(C%10=C(CC(CCCC)CCCCCC)C=C(C)S%10)S9)C=C8S7)S6)S5)C%11=NSN=C3%11,5.44,3.76,1.68
CC1=CC=C(/C(C(N2CC(CCCCCCCC)CCCCCCCCCC)=O)=C(C(N3CC(CCCCCCCCCC)CCCCCCCC)=O)/C4=C3C=C(C=C4)C5=CC=C(C)S5)C2=C1,5.49,3.91,1.58
CC1=CC=C(/C(C(N2CC(CCCCCCCC)CCCCCCCCCC)=O)=C(C(N3CC(CCCCCCCCCC)CCCCCCCC)=O)/C4=C3C=C(C=C4)C5=CC(SC(C)=C6)=C6S5)C2=C1,5.43,3.88,1.55
CC1=CC2=C(OCC(CC)CCCC)C(S3)=C(C(OCC(CC)CCCC)=C2S1)C=C3C4=CC5=C(/C(C(N5CC(CC)CCCC)=O)=C6C(N(CC(CCCC)CC)C7=CC(C)=CC=C7\6)=O)C=C4,5.2,3.66,1.54
CC1=CC2=C(OCC(CC)CCCC)C(S3)=C(C(OCC(CCCC)CC)=C2S1)C=C3C4=CC=C(/C(C(N5CC(CCCCCCCCCC)CCCCCCCC)=O)=C/C6=CC=C(C7=CC=C(/C=C8C(C=CC(C)=C9)=C9N(CC(CCCCCCCCCC)CCCCCCCC)C/8=O)S7)S6)C5=C4,5.24,3.72,1.71
O=C(N1CC(CCCCCCCC)CCCCCC)/C(C2=C1C=C(C)C=C2)=C3C(N(CC(CCCCCC)CCCCCCCC)C4=CC(C5=CC(C)=C(C6=C(C)C=C(C)S6)S5)=CC=C4/3)=O,5.93,3.84,1.53
O=C(N1CC(CCCCCCCC)CCCCCC)/C(C2=C1C=C(C)C=C2)=C3C(N(CC(CCCCCC)CCCCCCCC)C4=CC(C5=CC(C)=C(C6=CC=C(C7=C(C)C=C(C)S7)S6)S5)=CC=C4/3)=O,5.78,3.83,1.57
O=C(N1CC(CCCCCCCC)CCCCCC)/C(C2=C1C=C(C)C=C2)=C3C(N(CC(CCCCCC)CCCCCCCC)C4=CC(C5=CC(C)=C(C6=CC7=C(OCC(CCCC)CC)C8=C(C=C(C9=C(C)C=C(C)S9)S8)C(OCC(CCCC)CC)=C7S6)S5)=CC=C4/3)=O,5.87,3.91,1.66
O=C(N1CC(CCCCCCCC)CCCCCC)/C(C2=C1C=C(C)C=C2)=C3C(N(CC(CCCCCC)CCCCCCCC)C4=CC(C5=CC(C)=C(C6=CC7=C(CCC(CCCC)CCCCCC)C8=C(C=C(C9=C(C)C=C(C)S9)S8)C(CCC(CCCC)CCCCCC)=C7S6)S5)=CC=C4/3)=O,5.94,3.81,1.66
CC1=CC2=C(OCC(CC)CCCC)C(S3)=C(C(OCC(CC)CCCC)=C2S1)C=C3C4=CC5=C(/C(C(N5CC(CCCCCCCC)CCCCCC)=O)=C6C(N(CC(CCCCCC)CCCCCCCC)C7=CC(C)=CC=C7\6)=O)C=C4,5.81,4.18,1.63
CC1=CC2=C(OCC(CC)CCCC)C3=C(C(OCC(CC)CCCC)=C2S1)C=C(C4=CC=C(C5=CC6=C(/C(C(N6CC(CCCCCCCC)CCCCCC)=O)=C7C(N(CC(CCCCCC)CCCCCCCC)C8=CC(C9=CC=C(C)S9)=CC=C8\7)=O)C=C5)S4)S3,5.75,4.08,1.68
O=C(N1CC(CCCCCCCC)CCCCCC)/C(C2=C1C=C(C3=CC(CCCCCCCC)=C(S3)C(S4)=CC=C4C5=CC(C(OC[C@H](CC)CCCC)=C(SC(C6=CC=C(C7=C(CCCCCCCC)C=C(C)S7)S6)=C8)C8=C9OCC(CC)CCCC)=C9S5)C=C2)=C%10C(N(CC(CCCCCC)CCCCCCCC)C%11=CC(C)=CC=C%11/%10)=O,5.62,3.99,1.63
O=C(N1CC(CCCCCCCC)CCCCCC)/C(C2=C1C=C(C3=CC(CCCCCCCC)=C(S3)C4=CC(CCCCCCCC)=C(S4)C(S5)=CC=C5C6=CC(C(OC[C@@H](CC)CCCC)=C(SC(C7=CC=C(C8=C(CCCCCCCC)C=C(C9=C(CCCCCCCC)C=C(C)S9)S8)S7)=C%10)C%10=C%11OCC(CC)CCCC)=C%11S6)C=C2)=C%12C(N(CC(CCCCCC)CCCCCCCC)C%13=CC(C)=CC=C%13/%12)=O,5.62,3.99,1.63
O=C(N1CC(CCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C(S3)=CC=C3C4=CC(C(C5=CC=C(CC(CC)CCCC)S5)=C(SC(C6=CC=C(C)S6)=C7)C7=C8C9=CC=C(CC(CC)CCCC)S9)=C8S4)C=C2)=C%10C(N(CC(CCCCCCCCCC)CCCCCCCC)C%11=CC(C)=CC=C%11/%10)=O,5.38,3.35,1.59
O=C1/C(C2=C(C=C(C(S3)=CC=C3C4=CC(C(C5=CC=C(CC(CC)CCCC)S5)=C(SC(C6=CC=C(C)S6)=C7)C7=C8C9=CC=C(CC(CC)CCCC)S9)=C8S4)S2)N1CC(CCCCCCCC)CCCCCCCCCC)=C%10C(N(CC(CCCCCCCCCC)CCCCCCCC)C%11=C/%10SC(C)=C%11)=O,4.96,3.29,1.05
O=C(N1CC(CC)CCCC)/C(C2=C1C=C(C(S3)=CC=C3C4=CC(C(C5=CC(CCCCCCCC)=C(CCCCCCCC)S5)=C(SC(C)=C6)C6=C7C8=CC(CCCCCCCC)=C(CCCCCCCC)S8)=C7S4)C=C2)=C9C(N(CC(CCCC)CC)C%10=CC(C%11=CC=C(C)S%11)=CC=C%10/9)=O,5.52,3.92,1.6
O=C(N1CC(CC)CCCC)/C(C2=C1C(F)=C(C(S3)=CC=C3C4=CC(C(C5=CC(CCCCCCCC)=C(CCCCCCCC)S5)=C(SC(C)=C6)C6=C7C8=CC(CCCCCCCC)=C(CCCCCCCC)S8)=C7S4)C=C2)=C9C(N(CC(CCCC)CC)C%10=C(F)C(C%11=CC=C(C)S%11)=CC=C%10/9)=O,5.64,4.06,1.58
CC1=CC(C(C#CC2=CC=C(CCCCCCCCCC)C=C2)=C(SC(C)=C3)C3=C4C#CC5=CC=C(CCCCCCCCCC)C=C5)=C4S1,5.62,3.9,1.72
CC1=CC(C(C#CC2=CC=C(CCCCCCCCCCCCCCCC)C=C2)=C(SC(C)=C3)C3=C4C#CC5=CC=C(CCCCCCCCCCCCCCCC)C=C5)=C4S1,5.61,3.87,1.74
CC(O1)=CC(C1=C(C#CC2=CC=C(CCCCCCCCCC)C=C2)C3=C4OC(C)=C3)=C4C#CC5=CC=C(CCCCCCCCCC)C=C5,5.39,3.32,2.07
CC(O1)=CC(C1=C(C#CC2=CC=C(CCCCCCCCCC)C=C2)C3=C4OC(C(S5)=CC(C5=C(C#CC6=CC=C(CCCCCCCCCC)C=C6)C7=C8SC(C)=C7)=C8C#CC9=CC=C(CCCCCCCCCC)C=C9)=C3)=C4C#CC%10=CC=C(CCCCCCCCCC)C=C%10,5.3,3.26,2.04
CC1=CC2=C(C=C(OC(C3=CC=C(/C(C(N4CC(CCCCCCCC)CCCCCCCCCC)=O)=C5C(N(CC(CCCCCCCCCC)CCCCCCCC)C6=C\5C=CC(C)=C6)=O)C4=C3)=C7)C7=C2)O1,5.63,3.9,1.73
CC1=CC2=C(C=C(C=C(C3=CC=C(/C(C(N4CC(CCCCCCCC)CCCCCCCCCC)=O)=C5C(N(CC(CCCCCCCCCC)CCCCCCCC)C6=C\5C=CC(C)=C6)=O)C4=C3)O7)C7=C2)O1,5.49,3.85,1.64
O=C1C(C2=C(C3=CC=C(C)O3)N1CC(CCCC)CC)=C(C(O4)=CC=C4C(S5)=CC(CCCCCCCCCC)=C5C(O6)=C(CCCCCCCCCC)C(C6=C7)=CC8=C7C(CCCCCCCCCC)=C(C9=C(CCCCCCCCCC)C=C(C)S9)O8)N(C[C@@H](CC)CCCC)C2=O,5.5,3.7,1.8
O=C1C(C2=C(C3=CC=C(C)O3)N1CCCCCCCCCCCCCC)=C(C(O4)=CC=C4C(S5)=CC(CCCCCCCCCC)=C5C(O6)=C(CCCCCCCCCC)C(C6=C7)=CC8=C7C(CCCCCCCCCC)=C(C9=C(CCCCCCCCCC)C=C(C)S9)O8)N(CCCCCCCCCCCCCC)C2=O,5.5,3.8,1.7
O=C1C(C2=C(C3=CC=C(C)S3)N1CC(CCCC)CC)=C(C(S4)=CC=C4C(S5)=CC(CCCCCCCCCC)=C5C(O6)=C(CCCCCCCCCC)C(C6=C7)=CC8=C7C(CCCCCCCCCC)=C(C9=C(CCCCCCCCCC)C=C(C)S9)O8)N(CC(CCCC)CC)C2=O,5.6,3.8,1.8
O=C1C(C2=C(C3=CC=C(C)S3)N1CCCCCCCCCCCCCC)=C(C(S4)=CC=C4C(S5)=CC(CCCCCCCCCC)=C5C(O6)=C(CCCCCCCCCC)C(C6=C7)=CC8=C7C(CCCCCCCCCC)=C(C9=C(CCCCCCCCCC)C=C(C)S9)O8)N(CCCCCCCCCCCCCC)C2=O,5.6,3.7,1.9
CC1=CC2=C(C(OCCCCCCCC)=C(C=C(C3=C4C(SC(C(C(CC)CCCC)=O)=C4)=C(C)S3)O5)C5=C2OCCCCCCCC)O1,5.03,3.63,1.53
CC1=CC2=C(C(OCCCCCCCC)=C(C=C(C3=C4C(SC(C(OCC(CC)CCCC)=O)=C4F)=C(C)S3)O5)C5=C2OCCCCCCCC)O1,5.07,3.61,1.53
CC1=CC2=C(C(OCCCCCCCC)=C(C=C(C3=C4C(SC(C(C(CC)CCCC)=O)=C4F)=C(C)S3)O5)C5=C2OCCCCCCCC)O1,5.11,3.6,1.52
CC1=CC2=C(C(OCCCCCCCC)=C(C=C(C3=C4C(SC(S(=O)(CC(CC)CCCC)=O)=C4)=C(C)S3)O5)C5=C2OCCCCCCCC)O1,5.25,3.61,1.61
CC1=CC2=C(C(OCCCCCCCC)=C(C=C(C3=C4C(SC(C(OCC(CC)CCCC)=O)=C4C#N)=C(C)S3)O5)C5=C2OCCCCCCCC)O1,5.44,3.7,1.6
CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=C4C(C(F)=C(C(C(CC)CCCC)=O)S4)=C(C)S3)O5)C5=C2OCC(CCCC)CC)O1,4.98,3.18,1.51
CC1=CC2=C(C(C3=CC=C(CC(CC)CCCC)S3)=C(C=C(C4=C5C(C(F)=C(C(C(CC)CCCC)=O)S5)=C(C)S4)O6)C6=C2C7=CC=C(CC(CCCC)CC)S7)O1,5.21,3.2,1.49
CC1=CC2=C(C(C3=CC=C(CCCCCCCCCCCC)S3)=C(C=C(C4=C5C(SC(C(C(CC)CCCC)=O)=C5F)=C(C)S4)S6)C6=C2C7=CC=C(CCCCCCCCCCCC)S7)S1,5.15,3.36,1.56
CC1=CC2=C(C(C3=CC=C(CCCCCCCCCCCC)O3)=C(C=C(C4=C5C(SC(C(C(CC)CCCC)=O)=C5F)=C(C)S4)S6)C6=C2C7=CC=C(CCCCCCCCCCCC)O7)S1,5.07,3.29,1.52
CC1=CC2=C(C(C3=CC=C(CCCCCCCCCCCC)S3)=C(C=C(C4=C5C(SC(C(C(CC)CCCC)=O)=C5F)=C(C)S4)O6)C6=C2C7=CC=C(CCCCCCCCCCCC)S7)O1,5.18,3.53,1.51
CC1=CC2=C(C(C3=CC=C(CCCCCCCCCCCC)O3)=C(C=C(C4=C5C(SC(C(C(CC)CCCC)=O)=C5F)=C(C)S4)O6)C6=C2C7=CC=C(CCCCCCCCCCCC)O7)O1,5.12,3.56,1.5
CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=C4C(C(N(CCCCCCC)C4=O)=O)=C(C)S3)O5)C5=C2OCC(CC)CCCC)O1,5.41,3.44,1.97
CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=C4C(C(N(CCCCCCCC)C4=O)=O)=C(C)S3)O5)C5=C2OCC(CC)CCCC)O1,5.41,3.44,1.97
CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=C4C(C(N(CCCCCCCCC)C4=O)=O)=C(C)S3)O5)C5=C2OCC(CC)CCCC)O1,5.41,3.44,1.97
